,date,time,comp,round,day,venue,gf,ga,opponent,poss,attendance,formation,sh,save%,season,team
23,2021-02-20,15:30,Bundesliga,Matchweek 22,Sat,Away,2,1,M'Gladbach,32.0,,3-4-1-2,8.0,75.0,2021,Mainz 05
24,2021-02-28,15:30,Bundesliga,Matchweek 23,Sun,Home,0,1,Augsburg,62.0,,3-4-1-2,11.0,66.7,2021,Mainz 05
25,2021-03-05,20:30,Bundesliga,Matchweek 24,Fri,Away,0,0,Schalke 04,51.0,,3-5-2,19.0,100.0,2021,Mainz 05
26,2021-03-13,15:30,Bundesliga,Matchweek 25,Sat,Home,1,0,Freiburg,48.0,,3-4-3,11.0,100.0,2021,Mainz 05
27,2021-03-21,13:30,Bundesliga,Matchweek 26,Sun,Away,2,1,Hoffenheim,37.0,,3-4-3,15.0,50.0,2021,Mainz 05
28,2021-04-03,15:30,Bundesliga,Matchweek 27,Sat,Home,1,1,Arminia,58.0,,3-5-2,10.0,50.0,2021,Mainz 05
29,2021-04-11,18:00,Bundesliga,Matchweek 28,Sun,Away,3,2,Köln,38.0,,3-4-3,9.0,75.0,2021,Mainz 05
30,2021-04-21,20:30,Bundesliga,Matchweek 30,Wed,Away,1,0,Werder Bremen,35.0,,3-5-2,14.0,100.0,2021,Mainz 05
31,2021-04-24,15:30,Bundesliga,Matchweek 31,Sat,Home,2,1,Bayern Munich,30.0,,3-4-1-2,6.0,75.0,2021,Mainz 05
32,2021-05-03,18:00,Bundesliga,Matchweek 29,Mon,Home,1,1,Hertha BSC,56.0,,3-1-4-2,16.0,80.0,2021,Mainz 05
33,2021-05-09,15:30,Bundesliga,Matchweek 32,Sun,Away,1,1,Eint Frankfurt,27.0,,3-4-3,6.0,66.7,2021,Mainz 05
34,2021-05-16,18:00,Bundesliga,Matchweek 33,Sun,Home,1,3,Dortmund,35.0,,3-1-4-2,10.0,25.0,2021,Mainz 05
35,2021-05-22,15:30,Bundesliga,Matchweek 34,Sat,Away,3,2,Wolfsburg,40.0,,3-1-4-2,16.0,60.0,2021,Mainz 05
1,2020-09-19,15:30,Bundesliga,Matchweek 1,Sat,Away,3,1,Union Berlin,41.0,4600.0,4-2-3-1,9.0,66.7,2021,Augsburg
2,2020-09-26,15:30,Bundesliga,Matchweek 2,Sat,Home,2,0,Dortmund,21.0,6000.0,4-2-2-2,6.0,100.0,2021,Augsburg
3,2020-10-04,15:30,Bundesliga,Matchweek 3,Sun,Away,0,0,Wolfsburg,36.0,4632.0,4-4-2,8.0,100.0,2021,Augsburg
4,2020-10-17,15:30,Bundesliga,Matchweek 4,Sat,Home,0,2,RB Leipzig,33.0,,4-4-2,5.0,50.0,2021,Augsburg
5,2020-10-26,20:30,Bundesliga,Matchweek 5,Mon,Away,1,3,Leverkusen,34.0,,4-4-2,6.0,71.4,2021,Augsburg
6,2020-10-31,15:30,Bundesliga,Matchweek 6,Sat,Home,3,1,Mainz 05,50.0,,4-4-2,13.0,75.0,2021,Augsburg
7,2020-11-07,15:30,Bundesliga,Matchweek 7,Sat,Home,0,3,Hertha BSC,47.0,,4-4-2,8.0,60.0,2021,Augsburg
8,2020-11-21,15:30,Bundesliga,Matchweek 8,Sat,Away,1,1,M'Gladbach,48.0,,4-4-2,9.0,83.3,2021,Augsburg
9,2020-11-28,15:30,Bundesliga,Matchweek 9,Sat,Home,1,1,Freiburg,58.0,,4-2-2-2,10.0,80.0,2021,Augsburg
10,2020-12-07,20:30,Bundesliga,Matchweek 10,Mon,Away,1,3,Hoffenheim,45.0,,4-2-2-2,12.0,57.1,2021,Augsburg
11,2020-12-13,15:30,Bundesliga,Matchweek 11,Sun,Home,2,2,Schalke 04,41.0,,4-4-2,9.0,50.0,2021,Augsburg
12,2020-12-16,20:30,Bundesliga,Matchweek 12,Wed,Away,1,0,Arminia,52.0,,3-4-1-2,9.0,100.0,2021,Augsburg
13,2020-12-19,15:30,Bundesliga,Matchweek 13,Sat,Home,0,2,Eint Frankfurt,46.0,,4-4-2,15.0,66.7,2021,Augsburg
15,2021-01-02,15:30,Bundesliga,Matchweek 14,Sat,Away,1,0,Köln,55.0,,3-4-3,11.0,100.0,2021,Augsburg
16,2021-01-10,15:30,Bundesliga,Matchweek 15,Sun,Home,1,4,Stuttgart,43.0,,3-4-3,12.0,70.0,2021,Augsburg
17,2021-01-16,15:30,Bundesliga,Matchweek 16,Sat,Away,0,2,Werder Bremen,51.0,,3-4-3,6.0,60.0,2021,Augsburg
18,2021-01-20,20:30,Bundesliga,Matchweek 17,Wed,Home,0,1,Bayern Munich,37.0,,3-4-3,8.0,100.0,2021,Augsburg
19,2021-01-23,15:30,Bundesliga,Matchweek 18,Sat,Home,2,1,Union Berlin,36.0,,3-4-3,8.0,80.0,2021,Augsburg
20,2021-01-30,15:30,Bundesliga,Matchweek 19,Sat,Away,1,3,Dortmund,33.0,,3-4-3,6.0,40.0,2021,Augsburg
21,2021-02-06,15:30,Bundesliga,Matchweek 20,Sat,Home,0,2,Wolfsburg,46.0,,4-2-3-1,9.0,66.7,2021,Augsburg
22,2021-02-12,20:30,Bundesliga,Matchweek 21,Fri,Away,1,2,RB Leipzig,40.0,,5-4-1,3.0,83.3,2021,Augsburg
23,2021-02-21,13:30,Bundesliga,Matchweek 22,Sun,Home,1,1,Leverkusen,27.0,,4-2-3-1,6.0,66.7,2021,Augsburg
24,2021-02-28,15:30,Bundesliga,Matchweek 23,Sun,Away,1,0,Mainz 05,38.0,,4-2-3-1,9.0,100.0,2021,Augsburg
25,2021-03-06,15:30,Bundesliga,Matchweek 24,Sat,Away,1,2,Hertha BSC,35.0,,4-2-3-1,8.0,85.7,2021,Augsburg
26,2021-03-12,20:30,Bundesliga,Matchweek 25,Fri,Home,3,1,M'Gladbach,36.0,,4-2-3-1,10.0,85.7,2021,Augsburg
27,2021-03-21,18:00,Bundesliga,Matchweek 26,Sun,Away,0,2,Freiburg,43.0,,4-4-2,20.0,60.0,2021,Augsburg
28,2021-04-03,15:30,Bundesliga,Matchweek 27,Sat,Home,2,1,Hoffenheim,31.0,,4-2-2-2,7.0,80.0,2021,Augsburg
29,2021-04-11,15:30,Bundesliga,Matchweek 28,Sun,Away,0,1,Schalke 04,56.0,,4-2-2-2,12.0,50.0,2021,Augsburg
30,2021-04-17,15:30,Bundesliga,Matchweek 29,Sat,Home,0,0,Arminia,51.0,,4-4-2,10.0,100.0,2021,Augsburg
31,2021-04-20,20:30,Bundesliga,Matchweek 30,Tue,Away,0,2,Eint Frankfurt,40.0,,3-4-3,14.0,50.0,2021,Augsburg
32,2021-04-23,20:30,Bundesliga,Matchweek 31,Fri,Home,2,3,Köln,53.0,,4-4-2,13.0,50.0,2021,Augsburg
33,2021-05-07,20:30,Bundesliga,Matchweek 32,Fri,Away,1,2,Stuttgart,43.0,,4-4-2,21.0,71.4,2021,Augsburg
34,2021-05-15,15:30,Bundesliga,Matchweek 33,Sat,Home,2,0,Werder Bremen,33.0,,4-2-3-1,12.0,100.0,2021,Augsburg
35,2021-05-22,15:30,Bundesliga,Matchweek 34,Sat,Away,2,5,Bayern Munich,30.0,250.0,4-2-3-1,8.0,61.5,2021,Augsburg
1,2020-09-19,15:30,Bundesliga,Matchweek 1,Sat,Away,4,1,Werder Bremen,55.0,8400.0,4-1-2-1-2◆,13.0,83.3,2021,Hertha BSC
2,2020-09-25,20:30,Bundesliga,Matchweek 2,Fri,Home,1,3,Eint Frankfurt,56.0,4000.0,4-1-2-1-2◆,12.0,33.3,2021,Hertha BSC
3,2020-10-04,18:00,Bundesliga,Matchweek 3,Sun,Away,3,4,Bayern Munich,34.0,,4-4-1-1,10.0,66.7,2021,Hertha BSC
4,2020-10-17,15:30,Bundesliga,Matchweek 4,Sat,Home,0,2,Stuttgart,63.0,4000.0,4-2-3-1,15.0,0.0,2021,Hertha BSC
5,2020-10-24,15:30,Bundesliga,Matchweek 5,Sat,Away,1,2,RB Leipzig,33.0,999.0,4-2-3-1,9.0,87.5,2021,Hertha BSC
6,2020-11-01,18:00,Bundesliga,Matchweek 6,Sun,Home,1,1,Wolfsburg,53.0,,4-2-3-1,20.0,75.0,2021,Hertha BSC
7,2020-11-07,15:30,Bundesliga,Matchweek 7,Sat,Away,3,0,Augsburg,53.0,,4-2-2-2,11.0,100.0,2021,Hertha BSC
8,2020-11-21,20:30,Bundesliga,Matchweek 8,Sat,Home,2,5,Dortmund,41.0,,4-4-2,8.0,37.5,2021,Hertha BSC
9,2020-11-29,15:30,Bundesliga,Matchweek 9,Sun,Away,0,0,Leverkusen,42.0,,4-4-2,5.0,100.0,2021,Hertha BSC
10,2020-12-04,20:30,Bundesliga,Matchweek 10,Fri,Home,3,1,Union Berlin,68.0,,4-2-3-1,10.0,0.0,2021,Hertha BSC
11,2020-12-12,15:30,Bundesliga,Matchweek 11,Sat,Away,1,1,M'Gladbach,45.0,,4-2-3-1,7.0,66.7,2021,Hertha BSC
12,2020-12-15,20:30,Bundesliga,Matchweek 12,Tue,Home,0,0,Mainz 05,64.0,,4-3-3,11.0,,2021,Hertha BSC
13,2020-12-20,15:30,Bundesliga,Matchweek 13,Sun,Away,1,4,Freiburg,57.0,,4-3-3,9.0,66.7,2021,Hertha BSC
14,2021-01-02,18:30,Bundesliga,Matchweek 14,Sat,Home,3,0,Schalke 04,62.0,,4-3-3,21.0,100.0,2021,Hertha BSC
15,2021-01-10,18:00,Bundesliga,Matchweek 15,Sun,Away,0,1,Arminia,51.0,,4-3-3,11.0,50.0,2021,Hertha BSC
16,2021-01-16,15:30,Bundesliga,Matchweek 16,Sat,Away,0,0,Köln,51.0,,4-1-2-1-2◆,13.0,100.0,2021,Hertha BSC
17,2021-01-19,20:30,Bundesliga,Matchweek 17,Tue,Home,0,3,Hoffenheim,57.0,,4-1-2-1-2◆,12.0,50.0,2021,Hertha BSC
18,2021-01-23,18:30,Bundesliga,Matchweek 18,Sat,Home,1,4,Werder Bremen,66.0,,4-3-3,17.0,40.0,2021,Hertha BSC
19,2021-01-30,15:30,Bundesliga,Matchweek 19,Sat,Away,1,3,Eint Frankfurt,40.0,,4-2-3-1,9.0,71.4,2021,Hertha BSC
20,2021-02-05,20:00,Bundesliga,Matchweek 20,Fri,Home,0,1,Bayern Munich,39.0,,4-2-3-1,10.0,83.3,2021,Hertha BSC
21,2021-02-13,15:30,Bundesliga,Matchweek 21,Sat,Away,1,1,Stuttgart,49.0,,4-3-3,10.0,66.7,2021,Hertha BSC
22,2021-02-21,15:30,Bundesliga,Matchweek 22,Sun,Home,0,3,RB Leipzig,48.0,,3-5-2,9.0,50.0,2021,Hertha BSC
23,2021-02-27,15:30,Bundesliga,Matchweek 23,Sat,Away,0,2,Wolfsburg,43.0,,3-4-1-2,9.0,0.0,2021,Hertha BSC
24,2021-03-06,15:30,Bundesliga,Matchweek 24,Sat,Home,2,1,Augsburg,65.0,,3-1-4-2,16.0,75.0,2021,Hertha BSC
25,2021-03-13,18:30,Bundesliga,Matchweek 25,Sat,Away,0,2,Dortmund,29.0,,3-1-4-2,3.0,50.0,2021,Hertha BSC
26,2021-03-21,15:30,Bundesliga,Matchweek 26,Sun,Home,3,0,Leverkusen,30.0,,3-4-1-2,13.0,100.0,2021,Hertha BSC
27,2021-04-04,18:00,Bundesliga,Matchweek 27,Sun,Away,1,1,Union Berlin,41.0,,4-3-3,3.0,66.7,2021,Hertha BSC
28,2021-04-10,15:30,Bundesliga,Matchweek 28,Sat,Home,2,2,M'Gladbach,62.0,,3-4-3,23.0,75.0,2021,Hertha BSC
29,2021-05-03,18:00,Bundesliga,Matchweek 29,Mon,Away,1,1,Mainz 05,44.0,,3-1-4-2,7.0,88.9,2021,Hertha BSC
30,2021-05-06,18:30,Bundesliga,Matchweek 30,Thu,Home,3,0,Freiburg,39.0,,4-3-3,13.0,100.0,2021,Hertha BSC
31,2021-05-09,18:00,Bundesliga,Matchweek 32,Sun,Home,0,0,Arminia,65.0,,3-1-4-2,11.0,100.0,2021,Hertha BSC
32,2021-05-12,18:00,Bundesliga,Matchweek 31,Wed,Away,2,1,Schalke 04,55.0,,4-2-3-1,17.0,0.0,2021,Hertha BSC
33,2021-05-15,15:30,Bundesliga,Matchweek 33,Sat,Home,0,0,Köln,42.0,,4-2-3-1,1.0,100.0,2021,Hertha BSC
34,2021-05-22,15:30,Bundesliga,Matchweek 34,Sat,Away,1,2,Hoffenheim,43.0,100.0,4-2-3-1,9.0,50.0,2021,Hertha BSC
1,2020-09-19,15:30,Bundesliga,Matchweek 1,Sat,Away,1,1,Eint Frankfurt,38.0,6500.0,4-1-4-1,12.0,83.3,2021,Arminia
2,2020-09-26,15:30,Bundesliga,Matchweek 2,Sat,Home,1,0,Köln,47.0,5460.0,4-3-3,7.0,100.0,2021,Arminia
3,2020-10-03,15:30,Bundesliga,Matchweek 3,Sat,Away,0,1,Werder Bremen,62.0,300.0,4-2-3-1,9.0,50.0,2021,Arminia
4,2020-10-17,18:30,Bundesliga,Matchweek 4,Sat,Home,1,4,Bayern Munich,34.0,,4-2-3-1,11.0,55.6,2021,Arminia
5,2020-10-25,15:30,Bundesliga,Matchweek 5,Sun,Away,1,2,Wolfsburg,52.0,4519.0,4-2-3-1,9.0,50.0,2021,Arminia
6,2020-10-31,15:30,Bundesliga,Matchweek 6,Sat,Home,0,2,Dortmund,25.0,,5-3-2,5.0,80.0,2021,Arminia
7,2020-11-07,15:30,Bundesliga,Matchweek 7,Sat,Away,0,5,Union Berlin,49.0,,4-2-3-1,6.0,55.6,2021,Arminia
8,2020-11-21,15:30,Bundesliga,Matchweek 8,Sat,Home,1,2,Leverkusen,31.0,,4-1-4-1,0.0,50.0,2021,Arminia
9,2020-11-28,15:30,Bundesliga,Matchweek 9,Sat,Away,1,2,RB Leipzig,42.0,,4-2-3-1,14.0,66.7,2021,Arminia
10,2020-12-05,15:30,Bundesliga,Matchweek 10,Sat,Home,2,1,Mainz 05,48.0,,4-4-2,12.0,80.0,2021,Arminia
11,2020-12-12,15:30,Bundesliga,Matchweek 11,Sat,Away,0,2,Freiburg,52.0,,4-1-3-2,5.0,85.7,2021,Arminia
12,2020-12-16,20:30,Bundesliga,Matchweek 12,Wed,Home,0,1,Augsburg,48.0,,4-4-2,12.0,50.0,2021,Arminia
13,2020-12-19,15:30,Bundesliga,Matchweek 13,Sat,Away,1,0,Schalke 04,54.0,,4-4-2,9.0,100.0,2021,Arminia
14,2021-01-02,15:30,Bundesliga,Matchweek 14,Sat,Home,0,1,M'Gladbach,42.0,,4-4-2,7.0,83.3,2021,Arminia
15,2021-01-10,18:00,Bundesliga,Matchweek 15,Sun,Home,1,0,Hertha BSC,49.0,,4-4-2,12.0,100.0,2021,Arminia
16,2021-01-16,15:30,Bundesliga,Matchweek 16,Sat,Away,0,0,Hoffenheim,47.0,,4-1-3-2,9.0,100.0,2021,Arminia
17,2021-01-20,20:30,Bundesliga,Matchweek 17,Wed,Home,3,0,Stuttgart,35.0,,4-1-3-2,9.0,100.0,2021,Arminia
18,2021-01-23,15:30,Bundesliga,Matchweek 18,Sat,Home,1,5,Eint Frankfurt,44.0,,4-1-3-2,8.0,28.6,2021,Arminia
19,2021-01-31,15:30,Bundesliga,Matchweek 19,Sun,Away,1,3,Köln,55.0,,4-2-3-1,9.0,50.0,2021,Arminia
20,2021-02-15,20:30,Bundesliga,Matchweek 21,Mon,Away,3,3,Bayern Munich,36.0,,4-2-3-1,7.0,72.7,2021,Arminia
21,2021-02-19,20:30,Bundesliga,Matchweek 22,Fri,Home,0,3,Wolfsburg,45.0,,4-4-1-1,7.0,50.0,2021,Arminia
22,2021-02-27,15:30,Bundesliga,Matchweek 23,Sat,Away,0,3,Dortmund,38.0,,4-4-2,8.0,77.8,2021,Arminia
23,2021-03-07,18:00,Bundesliga,Matchweek 24,Sun,Home,0,0,Union Berlin,41.0,,4-2-3-1,4.0,100.0,2021,Arminia
24,2021-03-10,18:30,Bundesliga,Matchweek 20,Wed,Home,0,2,Werder Bremen,59.0,,4-2-3-1,26.0,0.0,2021,Arminia
25,2021-03-14,13:30,Bundesliga,Matchweek 25,Sun,Away,2,1,Leverkusen,25.0,,4-4-2,11.0,80.0,2021,Arminia
26,2021-03-19,20:30,Bundesliga,Matchweek 26,Fri,Home,0,1,RB Leipzig,19.0,,4-3-1-2,7.0,87.5,2021,Arminia
27,2021-04-03,15:30,Bundesliga,Matchweek 27,Sat,Away,1,1,Mainz 05,42.0,,4-1-2-1-2◆,10.0,100.0,2021,Arminia
28,2021-04-09,20:30,Bundesliga,Matchweek 28,Fri,Home,1,0,Freiburg,45.0,,4-2-3-1,13.0,,2021,Arminia
29,2021-04-17,15:30,Bundesliga,Matchweek 29,Sat,Away,0,0,Augsburg,49.0,,4-3-3,9.0,100.0,2021,Arminia
30,2021-04-20,20:30,Bundesliga,Matchweek 30,Tue,Home,1,0,Schalke 04,44.0,,4-3-3,14.0,,2021,Arminia
31,2021-04-25,18:00,Bundesliga,Matchweek 31,Sun,Away,0,5,M'Gladbach,38.0,,4-4-2,9.0,66.7,2021,Arminia
32,2021-05-09,18:00,Bundesliga,Matchweek 32,Sun,Away,0,0,Hertha BSC,35.0,,4-3-3,13.0,100.0,2021,Arminia
33,2021-05-15,15:30,Bundesliga,Matchweek 33,Sat,Home,1,1,Hoffenheim,41.0,,4-3-3,19.0,66.7,2021,Arminia
34,2021-05-22,15:30,Bundesliga,Matchweek 34,Sat,Away,2,0,Stuttgart,28.0,,4-1-4-1,9.0,,2021,Arminia
1,2020-09-19,15:30,Bundesliga,Matchweek 1,Sat,Home,2,3,Hoffenheim,49.0,,4-2-3-1,13.0,71.4,2021,Koln
2,2020-09-26,15:30,Bundesliga,Matchweek 2,Sat,Away,0,1,Arminia,53.0,5460.0,4-2-3-1,12.0,50.0,2021,Koln
3,2020-10-03,15:30,Bundesliga,Matchweek 3,Sat,Home,1,3,M'Gladbach,41.0,300.0,3-5-2,8.0,80.0,2021,Koln
4,2020-10-18,15:30,Bundesliga,Matchweek 4,Sun,Home,1,1,Eint Frankfurt,40.0,300.0,4-1-4-1,9.0,100.0,2021,Koln
5,2020-10-23,20:30,Bundesliga,Matchweek 5,Fri,Away,1,1,Stuttgart,43.0,,4-3-3,14.0,75.0,2021,Koln
6,2020-10-31,15:30,Bundesliga,Matchweek 6,Sat,Home,1,2,Bayern Munich,38.0,,4-1-4-1,9.0,75.0,2021,Koln
7,2020-11-06,20:30,Bundesliga,Matchweek 7,Fri,Away,1,1,Werder Bremen,33.0,,4-1-4-1,7.0,100.0,2021,Koln
8,2020-11-22,18:00,Bundesliga,Matchweek 8,Sun,Home,1,2,Union Berlin,49.0,,4-1-4-1,9.0,33.3,2021,Koln
9,2020-11-28,15:30,Bundesliga,Matchweek 9,Sat,Away,2,1,Dortmund,31.0,,5-3-2,6.0,80.0,2021,Koln
10,2020-12-05,15:30,Bundesliga,Matchweek 10,Sat,Home,2,2,Wolfsburg,41.0,,3-1-4-2,6.0,66.7,2021,Koln
11,2020-12-12,15:30,Bundesliga,Matchweek 11,Sat,Away,1,0,Mainz 05,40.0,,3-1-4-2,9.0,100.0,2021,Koln
12,2020-12-16,20:30,Bundesliga,Matchweek 12,Wed,Home,0,4,Leverkusen,34.0,,3-1-4-2,7.0,42.9,2021,Koln
13,2020-12-19,15:30,Bundesliga,Matchweek 13,Sat,Away,0,0,RB Leipzig,36.0,,4-3-3,4.0,100.0,2021,Koln
15,2021-01-02,15:30,Bundesliga,Matchweek 14,Sat,Home,0,1,Augsburg,45.0,,3-1-4-2,12.0,75.0,2021,Koln
16,2021-01-09,15:30,Bundesliga,Matchweek 15,Sat,Away,0,5,Freiburg,51.0,,4-2-3-1,5.0,16.7,2021,Koln
17,2021-01-16,15:30,Bundesliga,Matchweek 16,Sat,Home,0,0,Hertha BSC,49.0,,3-4-3,8.0,100.0,2021,Koln
18,2021-01-20,18:30,Bundesliga,Matchweek 17,Wed,Away,2,1,Schalke 04,37.0,,3-4-3,13.0,83.3,2021,Koln
19,2021-01-24,18:00,Bundesliga,Matchweek 18,Sun,Away,0,3,Hoffenheim,55.0,,3-4-3,14.0,75.0,2021,Koln
20,2021-01-31,15:30,Bundesliga,Matchweek 19,Sun,Home,3,1,Arminia,45.0,,3-4-3◆,14.0,66.7,2021,Koln
22,2021-02-06,18:30,Bundesliga,Matchweek 20,Sat,Away,2,1,M'Gladbach,36.0,,3-1-4-2,7.0,50.0,2021,Koln
23,2021-02-14,15:30,Bundesliga,Matchweek 21,Sun,Away,0,2,Eint Frankfurt,40.0,,3-1-4-2,6.0,71.4,2021,Koln
24,2021-02-20,15:30,Bundesliga,Matchweek 22,Sat,Home,0,1,Stuttgart,53.0,,5-3-2,9.0,66.7,2021,Koln
25,2021-02-27,15:30,Bundesliga,Matchweek 23,Sat,Away,1,5,Bayern Munich,45.0,,3-5-2,6.0,28.6,2021,Koln
26,2021-03-07,15:30,Bundesliga,Matchweek 24,Sun,Home,1,1,Werder Bremen,68.0,,4-4-1-1,16.0,80.0,2021,Koln
27,2021-03-13,15:30,Bundesliga,Matchweek 25,Sat,Away,1,2,Union Berlin,58.0,,4-2-3-1,8.0,83.3,2021,Koln
28,2021-03-20,15:30,Bundesliga,Matchweek 26,Sat,Home,2,2,Dortmund,43.0,,4-4-2,9.0,50.0,2021,Koln
29,2021-04-03,15:30,Bundesliga,Matchweek 27,Sat,Away,0,1,Wolfsburg,49.0,,4-1-4-1,9.0,80.0,2021,Koln
30,2021-04-11,18:00,Bundesliga,Matchweek 28,Sun,Home,2,3,Mainz 05,62.0,,4-2-3-1,22.0,40.0,2021,Koln
31,2021-04-17,18:30,Bundesliga,Matchweek 29,Sat,Away,0,3,Leverkusen,57.0,,4-2-3-1,13.0,40.0,2021,Koln
32,2021-04-20,18:30,Bundesliga,Matchweek 30,Tue,Home,2,1,RB Leipzig,29.0,,4-4-1-1,5.0,83.3,2021,Koln
33,2021-04-23,20:30,Bundesliga,Matchweek 31,Fri,Away,3,2,Augsburg,47.0,,4-1-4-1,15.0,50.0,2021,Koln
34,2021-05-09,13:30,Bundesliga,Matchweek 32,Sun,Home,1,4,Freiburg,55.0,,4-1-4-1,17.0,33.3,2021,Koln
35,2021-05-15,15:30,Bundesliga,Matchweek 33,Sat,Away,0,0,Hertha BSC,58.0,,4-1-4-1,12.0,100.0,2021,Koln
36,2021-05-22,15:30,Bundesliga,Matchweek 34,Sat,Home,1,0,Schalke 04,65.0,,4-2-3-1,21.0,,2021,Koln
1,2020-09-19,15:30,Bundesliga,Matchweek 1,Sat,Home,1,4,Hertha BSC,45.0,8400.0,4-2-2-2,16.0,33.3,2021,Werder Bremen
2,2020-09-26,18:30,Bundesliga,Matchweek 2,Sat,Away,3,1,Schalke 04,35.0,,4-3-3,16.0,75.0,2021,Werder Bremen
3,2020-10-03,15:30,Bundesliga,Matchweek 3,Sat,Home,1,0,Arminia,38.0,300.0,5-3-2,7.0,100.0,2021,Werder Bremen
4,2020-10-17,15:30,Bundesliga,Matchweek 4,Sat,Away,1,1,Freiburg,37.0,,3-1-4-2,12.0,75.0,2021,Werder Bremen
5,2020-10-25,18:00,Bundesliga,Matchweek 5,Sun,Home,1,1,Hoffenheim,49.0,,3-4-3,5.0,75.0,2021,Werder Bremen
6,2020-10-31,15:30,Bundesliga,Matchweek 6,Sat,Away,1,1,Eint Frankfurt,29.0,,3-4-3,11.0,80.0,2021,Werder Bremen
7,2020-11-06,20:30,Bundesliga,Matchweek 7,Fri,Home,1,1,Köln,67.0,,3-4-3,16.0,0.0,2021,Werder Bremen
8,2020-11-21,15:30,Bundesliga,Matchweek 8,Sat,Away,1,1,Bayern Munich,30.0,,3-4-3,7.0,50.0,2021,Werder Bremen
9,2020-11-27,20:30,Bundesliga,Matchweek 9,Fri,Away,3,5,Wolfsburg,39.0,,3-4-3,5.0,16.7,2021,Werder Bremen
10,2020-12-06,15:30,Bundesliga,Matchweek 10,Sun,Home,1,2,Stuttgart,54.0,,4-2-3-1,13.0,83.3,2021,Werder Bremen
11,2020-12-12,15:30,Bundesliga,Matchweek 11,Sat,Away,0,2,RB Leipzig,45.0,,3-4-3,10.0,85.7,2021,Werder Bremen
12,2020-12-15,20:30,Bundesliga,Matchweek 12,Tue,Home,1,2,Dortmund,46.0,,3-5-2,6.0,77.8,2021,Werder Bremen
13,2020-12-19,15:30,Bundesliga,Matchweek 13,Sat,Away,1,0,Mainz 05,56.0,,4-3-1-2,13.0,100.0,2021,Werder Bremen
15,2021-01-02,15:30,Bundesliga,Matchweek 14,Sat,Home,0,2,Union Berlin,57.0,,4-2-3-1,11.0,0.0,2021,Werder Bremen
16,2021-01-09,15:30,Bundesliga,Matchweek 15,Sat,Away,1,1,Leverkusen,27.0,,3-5-2,2.0,66.7,2021,Werder Bremen
17,2021-01-16,15:30,Bundesliga,Matchweek 16,Sat,Home,2,0,Augsburg,49.0,,3-5-2,11.0,,2021,Werder Bremen
18,2021-01-19,18:30,Bundesliga,Matchweek 17,Tue,Away,0,1,M'Gladbach,40.0,,3-5-2,13.0,83.3,2021,Werder Bremen
19,2021-01-23,18:30,Bundesliga,Matchweek 18,Sat,Away,4,1,Hertha BSC,34.0,,3-5-2,6.0,90.0,2021,Werder Bremen
20,2021-01-30,15:30,Bundesliga,Matchweek 19,Sat,Home,1,1,Schalke 04,49.0,,3-5-2,15.0,0.0,2021,Werder Bremen
22,2021-02-13,15:30,Bundesliga,Matchweek 21,Sat,Home,0,0,Freiburg,47.0,,3-5-2,12.0,100.0,2021,Werder Bremen
23,2021-02-21,18:00,Bundesliga,Matchweek 22,Sun,Away,0,4,Hoffenheim,49.0,,3-5-2,2.0,33.3,2021,Werder Bremen
24,2021-02-26,20:30,Bundesliga,Matchweek 23,Fri,Home,2,1,Eint Frankfurt,32.0,,3-4-3,9.0,75.0,2021,Werder Bremen
25,2021-03-07,15:30,Bundesliga,Matchweek 24,Sun,Away,1,1,Köln,32.0,,3-4-1-2,12.0,75.0,2021,Werder Bremen
26,2021-03-10,18:30,Bundesliga,Matchweek 20,Wed,Away,2,0,Arminia,41.0,,3-4-3,5.0,100.0,2021,Werder Bremen
27,2021-03-13,15:30,Bundesliga,Matchweek 25,Sat,Home,1,3,Bayern Munich,43.0,,3-4-3,8.0,50.0,2021,Werder Bremen
28,2021-03-20,15:30,Bundesliga,Matchweek 26,Sat,Home,1,2,Wolfsburg,51.0,,3-1-4-2,10.0,33.3,2021,Werder Bremen
29,2021-04-04,15:30,Bundesliga,Matchweek 27,Sun,Away,0,1,Stuttgart,41.0,,4-2-3-1,10.0,66.7,2021,Werder Bremen
31,2021-04-10,15:30,Bundesliga,Matchweek 28,Sat,Home,1,4,RB Leipzig,37.0,,3-4-3,11.0,0.0,2021,Werder Bremen
32,2021-04-18,15:30,Bundesliga,Matchweek 29,Sun,Away,1,4,Dortmund,31.0,,5-3-2,10.0,62.5,2021,Werder Bremen
33,2021-04-21,20:30,Bundesliga,Matchweek 30,Wed,Home,0,1,Mainz 05,65.0,,3-4-1-2,20.0,80.0,2021,Werder Bremen
34,2021-04-24,15:30,Bundesliga,Matchweek 31,Sat,Away,1,3,Union Berlin,45.0,,3-5-2,9.0,50.0,2021,Werder Bremen
36,2021-05-08,15:30,Bundesliga,Matchweek 32,Sat,Home,0,0,Leverkusen,38.0,,4-3-2-1,12.0,100.0,2021,Werder Bremen
37,2021-05-15,15:30,Bundesliga,Matchweek 33,Sat,Away,0,2,Augsburg,67.0,,4-3-3,15.0,80.0,2021,Werder Bremen
38,2021-05-22,15:30,Bundesliga,Matchweek 34,Sat,Home,2,4,M'Gladbach,46.0,100.0,4-1-2-1-2◆,16.0,50.0,2021,Werder Bremen
